문장,긍정 확률,star,result
빌런에 대한 개연성 서사부족 편에 비해 약해진 액션 여러가지 사회이슈 짬뽕 편보다 못한거 같아요 그리고 쿠키영상 장난하냐 ,0.02336166799068451,6,0.0
개봉일에 달려갔는데 기대가 너무 컸나 봅니다 ,0.5369294881820679,6,3.0
너무 식상하고 어디서 많이 본듯한 설정 짜집기에 빌런 캐릭터는 일관성이 없고 오락성만 봐도 편 보다 훨씬 재미없음 그럼에도 불구하고 추석연휴 상영관의  이상 차지하고 상영중이라는 사실 ,0.00907298643141985,3,0.0
편 만큼의 임팩트는 없지만 추석연휴를 기념하여 어머니와 함께 보기에는 괜찮았습니다 베테랑과의 연결고리가 보이는 지점이 많아서 편을 보고 편을 봐야 더 재미있게 볼 수 있을 것 같습니다 정해인 배우님 미소가 섹시하고 오랜만에 보는 오달수 배우님 반가웠습니다 물을 가르는 액션씬 멋있었습니다 다문화가정을 가난하게 묘사하는 점이 조금 불편했습니다 편과 비교했을 때 극 중 등장인물 서도철의 내면이 성장했음을 알 수 있었습니다 개인적으로 아쉬웠던 점은 악역의 범행동기와 범행과정이 잘 이해가 안된다는 것입니다 행동목적과 사상이 없는 악역이라는 느낌이 들었네요 극 중반후반부 엉뚱한 사람은 왜 잡는지 모르겠습니다 그동안 어떻게 안 잡힌 건지 모르겠습니다 또 아쉬웠던 점은 유튜버 사이버렉카 연출이 너무 클리셰라는 점일까요 이상 개인적인 감상이었습니다  시체짤이 몇 번 나오는데 넘 적나라해요 ,0.9920204281806946,7,7.0
나두 너랑 봐서 좋았어 베테랑 덕분에 내 어깨에 기대줘서 더 좋아 ,0.9869705438613892,10,10.0
개연성따위 개나줘버린 촌스러운 영화 ,0.007376536726951599,1,0.0
전편보다는못한평작이다 ,0.8304110169410706,6,5.0
왜 평점 이정도 재미있는데 ,0.9864377975463867,10,10.0
너무하네요  내돈줘요 ,0.008247056975960732,2,0.0
개연성도 없고 너무유치해요 뒤로갈 수록 항마력 딸려서 보기힘듭니다 ,0.007467631250619888,1,0.0
제미는 있는데 편을 보다는 좀 아쉽네요 ,0.12939190864562988,8,1.0
인터넷에서 떠도는 알바가쓴 관람후기 글보고 속아서 봤다가 개후회함 스토리는 개판이고 유머는 무슨 년대 초반 두사부일체나 가문의 영광 같은 삼류영화에서 쓸법한 저질 유머 남발임 그리고 전형적인 한국영화 클리세에서 단 도 안벗어남 ,0.012749845162034035,4,0.0
그냥 다 난잡함 어수선해 ,0.007650434505194426,2,0.0
정해인 얼굴만봐도 재밌다 ,0.8932022452354431,10,9.0
범도 시리즈 영향이 크긴 큰 가봐요 오프닝 음악만 맴도네요 ,0.0680784061551094,6,0.0
처음에 해치 얼굴을 과감히 보여주고 그 뒤로 찐해치랑 좀 닮은 남자배우들을 배치해서 계속 헷갈리게 만들어서 재밌었어요액션신 굿근데 결말은 너무 뻔함민망한 장면 없음가족끼리보기 좋음 ,0.9910680651664734,10,10.0
속았엉 정해인 안어울려 ,0.014697528444230556,8,0.0
연기랑 연출이 좋았어요 오래 기다렸어요 편도 만들어주세요 ,0.9924416542053223,8,8.0
감독님이 비질란테 남주혁한테 푹 빠졌나보다 ,0.4679340422153473,6,3.0
기존 멤버들은 물론 정해인 연기가 미쳤음 스토리는 조금 아쉬울지 몰라도 액션이랑 정해인 연기 덕분에 지루할 틈이 없었음 ,0.9896490573883057,10,10.0
정해인 다시 봤다  지금도 스타지만 더 큰 스타가 될 것 같은 필모입니다 몰입도 높은 액션 장면이 영화를 흥미롭게 만드네요 추석 연휴에 부모님 모시고 한번 더 볼 예정 ,0.991605281829834,10,10.0
연기 연출 액션 각종사회문제를 잘 풀어서 만든영화라고 생각합니다 기대이상으로  보다 더 재밌어요 ,0.9917953610420227,10,10.0
류승완이 영화에 대한 진지함이나 순수함을 잃은듯 싶네 그리고 황정민이 쒸 빼고는 연기를 못해 그만좀 쒸 거리고 연기 고민 좀 해 갈수록 연기가 후져져 왜 ,0.008035494014620781,1,0.0
기대없이 봤는데 넘 재밌었어요 ,0.9920335412025452,10,10.0
댓글부대 영화를 떠올리며 어제 개봉한 이것도 설마  라고 했는데 역시 실존하는것이었구만  ,0.5012316107749939,10,5.0
편과는 다른 재미가 있네요액션 진짜 죽임 ,0.9923912882804871,10,10.0
연기는 잘하는데 기대를 너무 많이 했네 ,0.027782347053289413,4,0.0
전작에 비해 임팩트가 떨어지며정해인 연기는 잘하지만빌런 캐릭터로는 별로어울리지 않았던것 같네요 ,0.030553914606571198,6,0.0
사이버렉카 학교폭력 마약 낮은 형량에 비판 말하려는 게 너무 많은데 정리는 하나도 안되고 개연성은 말어먹었고 그저 액션으로만 떼우려는 느낌 진짜 너무 실망했음 ,0.007556490134447813,4,0.0
스윗남 정해인의 변신은 신선했지만 전편에 비해 스토리나 액션 면에서 강력한 한 방이 아쉽네요 ,0.1034713089466095,8,1.0
재밌는데 평점 왜 난리야 올해 본 영화중 제일 재밌었다 ,0.9918841123580933,10,10.0
편보고 기대했는데 지루했음간간히 졸기도함 ,0.0074407728388905525,2,0.0
영상도 박진감 넘치고 스토리도 나름 탄탄합니다 물론 요즘 자주 다루고있는 주제라서 식상할 수 있지만 거기에 더해서 스토리가 짜임새가 있어요 그리고 연기도 훌륭해요 시간가는 줄 모르고 봤는데 평점이 박한 이유를 잘 모르겠네요 기대가 높아서가 아닐까 싶네요 돈주고 볼만한 영화에요 ,0.9924375414848328,10,10.0
너무 기대가 컸는지 보단 흥미롭지 못한거 같습니다 관에서 관람했는데 오감만족도 제대로 못했으며 그냥 관에서 관람할걸 후회중입니다 전체적으로 재미도 그렇고 그냥 그랬습니다 죄송합니다 ,0.009124340489506721,5,0.0
나 남잔데 정해인 얼굴이 십점 만점임 ,0.7071136832237244,10,7.0
모범택시살인자난감범죄도시 죄다 섞어놓은 느낌 우리 전두광 황정민님 대사 연기톤이 어색 ,0.016059424728155136,2,0.0
현 시대가 당면한 여러가지 이슈들을 액션과 윤리적 딜레마 사이에 담는다 ,0.6798210144042969,7,5.0
진짜 누가 재미없다했냐 ,0.40142595767974854,10,4.0
전편에 비해서는 조금 아쉬웠어요 ,0.24551349878311157,6,1.0
정해인 얼굴 점 그외 나머지 점 ,0.09673014283180237,4,0.0
편을 너무 재밌게 봐서 편도 나오자마자 챙겨봤는데 예상한대로 너무 재밌었네요 근데 리뷰 달려고 보니 악역이 사람 죽이게 된 이유가 없다 어쩐다 하는데 싸패가 사람죽이는 무슨 이유가 있어야 하는지 모르겠네요 개인적으로 너무 재밌게 잘 봤습니다 액션씬 정말 몰입해서 봤고요 연기자분들 모두 연기 너무 잘해주시고 시간 아깝지 않게 잘 보고왔습니다 ,0.9917252063751221,10,10.0
천만 돌파하고 탄 가자 ,0.4759857654571533,10,5.0
취향은 존중하나 돈 내고 볼 수준의 영화는 아니라 생각됩니다 ,0.033613286912441254,1,0.0
베테랑  즐겁게 관람하며  베테랑이  많이 생각이 났어요 강력범죄수사대 형사들의 조합과 케미베테랑 형사 서도철 해치 박선우 그리고 안보현민강훈역배우의 눈빛 표정연기베테랑 기대됩니다  ,0.991905927658081,10,10.0
정해인 잘생겼다액션이 좋았어요 ,0.9924362301826477,10,10.0
보통의 경우 알아차리지 못했을법한데 베테랑이라 다 알아맞추고 결국 연쇄살인마빌런을 잡아내는 아름다운 동화 범죄로 정의를 구현하고 있는 빌런 홍길동인가 ,0.8028765916824341,8,6.0
시간가는 줄 모르고 긴장하면서 봤습니다베테랑도 나오길 희망합니다 ,0.9924060702323914,10,10.0
편의 유아인이 자꾸 생각나는건 왜일까 ,0.05248996987938881,2,0.0
재미있게 봤어요 잔인한 부분도좀 있었지만 괜찮았어요  평점은 너무 낮지않나요 ,0.9920172691345215,8,8.0
만들기 싫으면 만들지마라 이게 뭐냐 ,0.01687479019165039,2,0.0
뭐지정해인연기변신잘봄 ,0.25198742747306824,6,2.0
충격적으로 재미없다 돈이 아깝다 ,0.007155366241931915,1,0.0
잼있구 정해인에게 반함 ,0.9923122525215149,10,10.0
차라리 비질린테 보는게 나음돈도 시간도 아까움 ,0.007445623632520437,2,0.0
정해인의 깔끔하고 절도있는 액션과 연기가 유독 빛났지만 범행 동기와 서사에 아쉬움이 남는 스토리 ,0.2753572165966034,9,2.0
아쉬운점은 많았지만 이게 점정도 되는 영화는 아닌데 ,0.23848116397857666,8,2.0
초반이 엥 스러웠지만 점차 재밌어짐 ,0.9921045303344727,8,8.0
별로돈주기보기 아까웠어요 ,0.008236016146838665,2,0.0
정해인 배우의 새로운 발견 다들 연기 잘하고 스토리도 괜찮아요 크게 잔인한 부분도 없어서 쫄보인 저도 맘놓고 잘보고왔답니다 굿 ,0.9918841123580933,10,10.0
지루하고 시시했음 막판에 잠 ,0.007279671262949705,1,0.0
너무  재밌게 봤습니다베테랑이라는 단어가 입체적으로 느껴졌습니다 ,0.9918656945228577,9,9.0
스토리도 없고 편보다못한 재탕 억지웃음 ,0.007477872539311647,2,0.0
예고편만보면 명작인데 정작 본편은 여기저기 어디서 본 내용 짬뽕한듯 ,0.07032565772533417,6,0.0
이걸 돈주고 본 내가 바보 ,0.029439998790621758,4,0.0
재밌어요 이영화가 어찌 평균 점 인지 이상 ,0.9921615719795227,10,10.0
명불허전 최고의 시리즈 ,0.9924088716506958,8,8.0
정해인 얼굴만 봐도 좋아요 근데 연기도 좋음 ,0.9924460053443909,10,10.0
보는동안 뭘 할려는건가 집중이 하나도 안될만큼 소란스럽기만 했음 편의 기대만큼 실망도 크긴한데 그냥 시리즈 제외하고 봐도 별로였음 액션은 잘 뽑은 듯 ,0.03555159270763397,3,0.0
웃기지도 탄탄하지도 액션도없는 믿고보는 액션이였던거같은데 그냥 베테랑의 유명세로 스토리도 엉망인 류승완감독의 영화가 맞는지 내 눈을 의심하면서 보는내내 돈아깝다는 생각뿐 ,0.01908429153263569,4,0.0
차원이 다른 액션과 정해인의 신들린 연기만으로도 볼만한 영화 ,0.9918899536132812,10,10.0
명절 오락물을 기대하기엔 통쾌함이 부족합니다 많이 아쉽습니다 ,0.015619312413036823,6,0.0
정해인 캐릭터 너무 설명 안된다고 하는데 나는 이랑 마찬가지로 빌런에 서사 부여 안해서 좋았음  개인적으로 요즘 한국 오락 영화들 너무 가볍기만 하고 알맹이 없다고 느꼈는데 이건 좀 달랐음 ,0.44111284613609314,10,4.0
번도와 의 중간단계 ,0.48890310525894165,7,3.0
오락영화로 나름 재미졌 ,0.8674789071083069,8,7.0
정해인의 인생작은 이제 디피가 아니고 베테랑가 되었다 ,0.7894586324691772,6,5.0
정해인은 최고다끝 ,0.9373688697814941,1,1.0
악역 연기도 잘하네요 눈빛이  ,0.9918648600578308,6,6.0
진중한 메시지를 전하고 싶었지만 가볍게 다가오는 느낌 스토리 자체도 좀 지루했던듯 ,0.013235756196081638,5,0.0
기대만큼은 아니지만 볼 만 했음 ,0.9517912268638611,7,7.0
배우들의 연기는 훌륭했습니다만영화안에 담으려는 내용이 너무많았습니다그러면 보통 산으로 가죠 베테랑는 딱 그런느낌이였습니다 재미 감동 다 놓친 영화였습니다 ,0.029255950823426247,6,0.0
액션신 좋고 정해인 연기랑 비쥬얼 좋고 ,0.9925087094306946,8,8.0
제작비가 부족한건지 류승완 감독 물 다빠진건지 이렇게 재미없을수가 있나 와 ,0.015448345802724361,2,0.0
전편에 비해 몹시 아쉽다 ,0.18551598489284515,5,1.0
악당이 왜 그렇게 됐는지 공감이 안됨 악역의 사연을 없애려고 그랬다면 매력도 함께 없애버린거같음 그리고 영화관에서 보는데 자꾸 밤에 장면을 찍을거면 후처리로 화면 밝게 해줄 수 있지 않았나 영화관에서 보는데 영화보는 내내 화면이 시꺼매서 액션장면도 제대로 안보이고 어떤 배우가 뭔짓거리를 하는지도 안보이고 굳이 화면 밝기 조절을 저렇게 했어야했나 싶음 이정도를 제외하고는 솔직히 재밌게 봤음 점정도 인거같음 ,0.022537797689437866,6,0.0
가따  감독 바뀜 ,0.22101536393165588,7,2.0
이거 재미없다는 사람 뭐하는 사람들이에요 진짜 댓글알바에요 연기 미쳤고 스토리도 괜찮은데 평점 낮게 하는 분들 머리로 이 스토리 짤 수 있으려나 모르겠네요 잘봤습니다 진짜루 ,0.878998339176178,10,9.0
좋았어요 배우들 연기 훌륭합니다 ,0.9922248125076294,10,10.0
재미없어요 보는내내 나가고 싶었고 힘들었습니다 쓸데없이 잔인해요  ,0.007323489058762789,4,0.0
액션은 좋았는데 부분부분 아쉬운 게 꽤 있었어요 ,0.19858938455581665,7,1.0
관객들 웃기려고 시도한 게 보였는데 진심 한 번도 안 웃었음 베테랑 대사 나왔을 때도 ,0.021779412403702736,1,0.0
황정민 혼자 하드캐리 산만하고 공감이 안된다  유아인의 흡입력이 정말 대단했구나 싶은 ,0.06648189574480057,2,0.0
보다 한참 못한 특히 스토리 개연성이 꽝 ,0.007351154927164316,2,0.0
편  유태오가 너무 압도적이여서 편빌런이  약하다 ,0.06282412260770798,6,0.0
너무 재미 있었어요 추천합니다 ,0.9924359917640686,10,10.0
어이가 없네 멧돌 손잡이 어디갔어 ,0.01787012442946434,1,0.0
재밌는데솔직히 평점 점대는 에바임 ,0.9574335813522339,9,9.0
이정도면 킬링타임용 잘만든 수작 같습니다 돌비효과도 좋았어요 ,0.9920883774757385,10,10.0
재밋네 사회를 향한 경종 그리고 아날로그 액션의 빈티지가 제대로였네 유머코드도 적절했고 말야 ,0.9916427135467529,8,8.0
제발 부디 돈 아끼셔요 이런 영화 보는데 돈 쓰려고 열심히 일하셔서 돈 버시는거 아니잖아요 편의 뽕에 취해서 관람하시는 실수를 하지 마시길 간곡히 바라봅니다피해자는 저 한명으로 만족합니다 ,0.03721886873245239,1,0.0
뉴스에서 보던 사건들을 잘짜집기했지만 영화는 그냥 킬링타임용 ,0.029319653287529945,6,0.0
이번영화는 감독이 빌런인듯기대했다보면 실망하고 나오는영화영화스토리가 전개성이 없는 영화 ,0.00773422047495842,4,0.0
정해인을 위한 영화 베테랑  사건은 사건대로 맞춰지고 부서원들과 합도 좋았는데  는  사건에 초점이 맞춰지지도않고  그냥 해치에  맞춰진  해치가 왜그러는지  설득도안감  솔직히  액션도 예고편이 전부라고봐도 무방함  형보다 나은 아우 없음 ,0.015030918642878532,3,0.0
감독이 요즘 시대를 따라가려 애썼으나 딱 거기까지 ,0.01233005989342928,4,0.0
쿠키 마지막 대사가 내 심정임지금 장난하냐 ,0.028564387932419777,5,0.0
베테랑 정말 잘 봤습니다 모든 배우들 연기가 좋았지만 정해인 배우님의 눈빛 연기가 정말 기억에 남습니다 액션을 하실 때 진심으로 최선을 다하시는 모습과 본인만의 표정과 동작이 너무 매력이 있으시고 개인적으로 정해인배우님 작품을 보면 한국의  같다는 생각을 합니다 ,0.9915355443954468,10,10.0
전편을 기대하고 보러간다면 많은 실망 독립적인 형사물로 보러간다면 만족 ,0.34607937932014465,7,2.0
연기들 잘하고 재밌는데 서사가 없어요 ,0.10832332074642181,10,1.0
연기력과 연출이 좋았고 왜 그런 행동을 하는지 보면서 이해가 안되었어요 ,0.4454769492149353,6,3.0
뭔가 이것저것 막 펼칠것처럼 하다가 급하게 접고 마무리하는 느낌베테랑 을 너무 재미있게 봤어서 기대했다가 된통 당했음 영화 끝나자마자 얼른 나왔음 재밌게 본 영화는 엔딩크레딧 보면서 쿠키영상 나오나 기다리는데  ,0.5524017810821533,2,1.0
액션 멋있어요 마지막 쿠키보고 나오세요 ,0.992197573184967,10,10.0
분짜리 라면광고진심 중국영화인줄 솔직히 넘 했음 ,0.027845999225974083,1,0.0
돈아까워요이거 볼 돈으로 넷플릭스 한달치 구매하세요 ,0.007784263230860233,2,0.0
액션은 좋았는데 빌런이 아무런 서사도 없이 그냥 빌런임 그래서 그런가 결말에서 편 같은 카타르시스가 없음 ,0.03322694078087807,6,0.0
구려요베테랑 생각하고 가면 많이 실망할겁니다많이 올드하고 대사가 노잼이에요 몰입도 잘안됨그냥저냥 볼만은 합니다 ,0.011061795987188816,5,0.0
오랜만에 영화보다가 잤고영화 끝나기전에 나왔다  ,0.0344364270567894,2,0.0
어이가 없네 황정민은 너무 뻔한 연기 ,0.012185578234493732,6,0.0
사람들이 전작에 대한 기대치가 높아서 그런건지 그냥 볼만한 무난한 범죄액션 영화입니다 ,0.25120866298675537,10,3.0
베테랑이란 아이스링크 무대위에서 화려한 액션으로 더블점프를 섬세한 연기로 트리플점프를 올클린으로 성공시키는 배우 정해인을 직관할 수 있었던 시간평소 자기 얼굴이 작품속에 어떻게 나오는지에 대해 중요하게 생각하지 않던 편이지만 이번 작품은거울을 가장 많이 보며 얼굴 근육을 통제하고 얼마만큼 움직일 수 있는지 심도깊은 연습을 통해 빚어낸 눈빛과 표정 두 번 세 번 다시 볼때마다 그 속에 담긴 의미가 다르게 해석된다박선우는 불쾌하고 이상한 또렷하고 선명한 누구나 쉬이 알아챌 수 있는 악인이 아니라 지금 이사회에 어딘가에 우리 곁에 존재할지도 모른다는 불편한 마음을 관객들에게 던져준다 과연 선과 악 정의가 무엇인지 영화속에서 쉽게 정의하지 않고 관객에게 질문하는 그래서 좋은 영화 ,0.9924058318138123,10,10.0
정해인 무서워 비오는 액션씬 대박 ,0.9818912148475647,10,10.0
연기는 좋았는데 내용이 별로네요 ,0.008861013688147068,4,0.0
급 영화네요 진심 실망입니다 객석반응 싸늘했네요마지막 쿠키 타이밍까지 농락당한 느낌 ,0.008141657337546349,2,0.0
액션을 좋아해서 그런가 재밌는데 평점이 이정도로 낮은 건 이해가 안 가네 ,0.9848282933235168,8,8.0
운전할땐 안전벨트 ,0.2871849834918976,10,3.0
정해인배우님의 연기가 동공연기 최고입니다 박진감 넘치고 재밌었어요 ,0.9919216632843018,10,10.0
개연성없고 쓸데없는 장면이 너무 많음 ,0.00736461253836751,1,0.0
재밌어요 만족합니다 ,0.9925267696380615,10,10.0
류승완 다운 액션 맞는거 보면 내가 다 아프다 ,0.18457232415676117,7,1.0
혹시 감독이 바꼈나요 ,0.0186264980584383,5,0.0
유아인한테 사과해야 ,0.1290849894285202,3,0.0
진짜 시간이 아까운 영화말이 필요가 없습니다 ,0.007753023877739906,1,0.0
진지하거나 유머러스거나 한쪽에 집중했으면 더 좋지 않았을까 ,0.23205657303333282,7,2.0
영화가 재미가 없어요 ,0.007702845614403486,3,0.0
범죄도시가 부러웠던 류승완  ,0.29598042368888855,1,0.0
아니 근데 스토리가 진짜 개연성이 없어요 ,0.007515700999647379,1,0.0
정해인님 연기가 진심 미쳤다 괜히 맑눈광이 아녔어 액션도 너무 좋았고 연출도 굉장히 좋았다 중간중간 나오는 코믹 케미까지 너무 좋았다 개인적으로 범죄도시 보다 더 재밌게 봤어요 원래 영화 보다 중간중간 지루해서 연락 확인하고 시간 보는 스타일인데 폰을 가방에서 꺼낸 적이 없는 너무 재밌는 영화였어요 ,0.9914625287055969,10,10.0
전작보다 뛰어나고 개성있는 작품입니다 재밌게봤어요 ,0.9919581413269043,10,10.0
이건 아니다 정말 영화감독은 관객을 무시하는 수준 개연성 없는 빌런의 존재 맥락없는 스토리 무리한 액션신 정해인 얼굴만 남는 영화 베테랑이라고 쓰면 흥행할줄 알았던걸까 ,0.007348326500505209,2,0.0
처음부터 끝까지 잔인하고 폭력적임추석영화로 밀고있는것같은데 미성년자가족 고등학생이라도함께볼만한건 아닌것같음정해인 연기를잘하는건지 너무 싸이코패스같은 그 표정이 찝찝하게 여운이 남음  ,0.9921093583106995,6,6.0
밀수보다 재미없어진 베테랑 ,0.007729109842330217,4,0.0
영화값아까워요 보지마요 ,0.007694693747907877,2,0.0
심지어 의분마저도 본질적으론 사욕이라는 이 시대에 있어 실로 천금같은 통찰의 오락화 ,0.5412753224372864,10,5.0
베테랑은 까지만 했어야 했다연출 음악 각본 연기 뭐 하나 건질 게 없었다웃으라고 넣은 것 같은 장면 중 웃긴 건 단 하나도 없었다평 안좋은 거 악플아니고 진짜 다 사실좋았다는 평이 오히려 알바 쓴 것 같네요 ,0.24160292744636536,1,0.0
스토리 전개에 연개성이 없고 보여주고자 하는 메세지가 딱히 어정쩡함 ,0.007356731686741114,6,0.0
영화본소감은 정해인 액션 넘 멋잇고 눈빛 목소리 멋졋어요액션이 엄청빠르고 진짜 카메라 못 따라갈듯한액션  돌아있는 눈빛  소름돋았어요근데 스토리는 살짝 아쉽고 해치 말고 빌런이였음 더재밌었을꺼 같아요다른사람들 기억안나고 정해인만 기억남아요재밌게 잘밧어요 ,0.9920777678489685,8,8.0
편과 너무 비교가  이 영화에서 박수쳐드리고 싶은 것은 딱 하나 배우분들의 연기력 ,0.1605326533317566,4,1.0
편에 비해 서도철의 개인적인 삶을 꽤 다룬건 흥미로웠으나 스토리적으로 식상하고 개연성이 떨어지는 부분이 매우 아쉬움 액션적으로는 뛰어나지만 류승완 감독의 시나리오에 대한 완성도와 감은 점점 떨어지는듯 ,0.021061519160866737,6,0.0
식 신파 개그가 적은 편이라 좋고사운드가 잘뽑혀놔와서 몰입이 잘되는 편 연기도 좋고 답답한 전개는 없음크게는 가지 스토리가 연결되어 최종장으로 이어지는데 각각의 스토리는 진부하지만합쳐져서 다른 맛을 냄하지만 액션자체는 좋으나 추격신이 다소 길어 살짝 루즈하여 조연들의 액션을 차라리 더넣었으면 좋았을듯함베테랑이랑은 영화구성이 많이 달라전혀 다른 영화처럼 느껴지기도함 ,0.3678172826766968,8,3.0
돈과 시간이 아깝다는 생각이 들 정도로 망친건 아닌 것 같습니다 하지만 베테랑에 비해 상대적으로 부족하다고 생각이 드네요 ,0.07352416962385178,10,1.0
폴리스 다크 아미 이딴 드립이나 치는 범죄도시는 재밌다던 것들이 베테랑한테는 별 같잖은 잣대 들이대네 언제부터 니들 수준이 그렇게 높았지 사회적 메시지 좋았고 공들인 액션도 좋았다 오락영화로써 범죄도시보다 베테랑이 수십배는 낫다 ,0.5497059226036072,7,4.0
나쁘지않음  하지만  비슷한내용을 많이 섞어놓은듯 한 느낌 ,0.8661817312240601,6,5.0
범죄도시보다 재밋었다 ,0.9924812316894531,10,10.0
개연적으론 아쉬우나 액션자체는 화끈했음 ,0.8593989014625549,10,9.0
솔찍히 스토리 약함 개연성이 없음액션씬 싫어하는데 액션씬조차 흥미로웠고 나름 통쾌함도 있었고 ,0.8049390316009521,9,7.0
오 재밌는데요  재밌음비 오는곳에서 액션하는게 진짜 간지티비 ,0.991885781288147,10,10.0
역시 액션 장인 류승완 ,0.9916219711303711,10,10.0
베테랑 기대하고 본다면 실망이 무지 클것 ,0.024012262001633644,2,0.0
약간 분위기를 급반전 시킨게 아쉽고스토리텔링이 너무 모와도임 ,0.2581932544708252,6,2.0
정해인 얼굴 점 드립니다이상 정리끝 ,0.13074465095996857,10,1.0
여전히 화려한 액션 여전히 어려운 질문 ,0.07051276415586472,6,0.0
최악의영화 이걸영화라고 ,0.007116158027201891,2,0.0
기대하지 말고 보세요 재미 없어요 ,0.007709569297730923,2,0.0
정의란 무엇인가에 대한 개인의 자치적 판단에 대한 경각심 고취 ,0.8456620573997498,7,6.0
대체 어디까지 굴러가는 거예요 ,0.027089152485132217,7,0.0
짱재밋음 스토리신박하고 연기천재 ,0.9921253323554993,10,10.0
배우님들 연기와 연출과 스토리 삼박자가 최고입니다 ,0.9923049807548523,10,10.0
액션마니아로서 액션연출이 멋있게 잘나와서 눈을 뗄수 없었다 킬링타임용으로 손색없음 그리고 정해인 연기가 인상적이었다 ,0.9917801022529602,10,10.0
유아인씨 수고하셨습니다 ,0.27801889181137085,6,2.0
시간이 순삭이었다 빠르고 화려한 액션과 정해인의 눈빛이 기억에 남는다 ,0.910277247428894,10,9.0
연기 미쳤고 신파 느낌 덜 한거 너무 좋고  오랜만에 극장에서 개재밌게봄 ,0.9920552372932434,10,10.0
우리가 베테랑에 기대하는 건 통쾌하고 재미있든 단순한 권선징악이다 현실을 반영해서 인상적인 영화가 있는 것처럼 현실을 잊게 해줘서 즐거운 영화들이 있는데 베테랑은 확실히 후자였다 짜릿하고 통쾌했고 악과 선이 명확해서 인상적이었다감독은 베테랑에서 어떤 메시지를 전하고 싶었나보다 흑과 백 사이의 회색지대를 말하고 싶었나 아니면 마지막 장면에서 마치 노숙자처럼 벽에 기대어 있는 출연자를 통해 정의를 지키는 이들이 오히려 패배자 같은 모습을 보여주고 싶었나베테랑가 아니었다면 보다 좋은 영화로 남았을지 모르지만 흑백에서 벗어나 회색지대로 주제를 가져감으로써 베테랑만의 유쾌함을 잃었고 선이 악을 지켜야 하는 상황에 영화가 끝나고 찝찝함이 남았다 그럼에도 영상미나 배우들의 연기가 뛰어난 점에 점수를 주고 싶다 특히 수중액션씬이 매우 인상적 ,0.992455005645752,6,6.0
정해인 해치임  ,0.5782756805419922,2,1.0
와 정해인 미쳤나봐 새로운 모습인데 너무 좋음 ,0.9921546578407288,10,10.0
연기 액션 음악 다 좋았다 박선우 서사가 없는게 좀 아쉽긴했지만 집에와서도 음악과 여러장면들이 계속 생각남 다시보고싶은 장면도 있고 놓친부분도 보고싶어서 차해야겠다는 생각이 강하게 드는 영화다 ,0.9912569522857666,10,10.0
변화한 시대만큼 업그레이드된 베테랑 너무너무시원하고 재밌었습니다 추석 가족영화로 추천 ,0.9918495416641235,10,10.0
베테랑 은 기분좋게 웃고 나왔다면 베테랑 는 기분 나쁜 영화였어요굳이 자극적인 장면을 계속 연출해야 했는지 아쉬워요편이랑은 완전 다른 영화 같아요추석에 가족끼리 볼 영화인가에 대해서는 음 글쎄요최근 본 영화중에 신파적인 느낌이 제일 없었던 것은 좋았고 황정민이 라면 맛있게 먹는 장면도 갠적으론 인상에 남았어요 ,0.023504680022597313,5,0.0
베테랑 화이팅입니다 ,0.6731820106506348,10,7.0
진짜 재미없습니다 알바에 속아서 절대 보지마세요 최악입니다 무슨 차라리 베테랑을 상영한다면 별점 개 주고 재관람 하지만 이건 추석특선영화로 티비에서 해도 안봅니다 절대 보지마세요 액션 스토리 전부 최악입니다 쏘우설정이로도 제대로 했으면 봐줄텐데 진짜 노답 영화입니다 베테랑가 한국영화로는 마지막이 될것입니다 이제 영화 산업은 완전히 망했고 해외 를 고화질로 대형 티비로 집에서 보는게 훨씬 재밌고 편하고 감동입니다 한국영화는 더이상 존재가치가 없습니다 ,0.00953154731541872,2,0.0
기대가 커서 더 실망이 큰 ,0.009217575192451477,7,0.0
정해인의 서늘함 황정민의 뜨거움 류승완 감독의 열정최대한 예고편도 보지 말고 가길 ,0.61896151304245,7,4.0
너무보고싶었던 영화  지루할틈없이 시간이 금방 지나가버렸네요 정해인 연기도 최고였습니다 ,0.9920830726623535,10,10.0
역시 만한 는 없네요 ,0.17509959638118744,6,1.0
쿠키대사가 내가 하고 싶은 말이었다 ,0.8770819306373596,5,4.0
베테랑처럼 묵직한 한방을 기대했다면 조금 실망스러울수도 하지만 이어지는 스토리가 아니라고   류승완 감독이 얘기한 것처럼 전작을 잊고 본다면   미친 액션 연출  황정해인 현생 연기 장기하 음악이 쉴틈없이 잽으로 치고 들어오는 베테랑 ,0.73975670337677,10,7.0
진부하고 허접한 스토리에 전라도 스푼 ,0.01591208204627037,2,0.0
일부러 개봉날 봤습니다  보는 내내 통쾌합니다역시 황정민 정해인의 미친눈빛 그리고 액션연휴에 볼만합니다 ,0.9924522042274475,10,10.0
고민하다 안 봤는데 평을 보니 후회가 안 되는 영화 ,0.6519927978515625,5,3.0
베테랑만큼은 아니지만 볼만합니다 시간이 지나도 여운이 남아요 편과 달리 누구와 싸워야하는지도 혼란스러워진 현실을 잘 담은 거 같아요 ,0.9919689297676086,10,10.0
시간 가는줄 모르고 잼있게 봤는데 왜 평이 다 이러지 괜찮던데  관객들 분위기도 다 좋던데 정해인 눈빛연기 진짜 소오름 진짜 잘하던데 ,0.9918673634529114,10,10.0
